0.8896356,0.84644973,0.8096003,0.7536738,0.7233138,0.78179395,0.6874675,0.5399334
0.83058405,0.7384482,0.6166876,0.67916137,0.71472234,0.8372778,0.6517704,0.688366
0.9634715,0.921053,0.616184,0.67141205,0.6644962,0.72422683,0.7015114,0.7965711
0.877935,0.80478346,0.6806508,0.62424636,0.60149413,0.7130816,0.5127422,0.7362332
0.8567425,0.8149507,0.6620037,0.56508255,0.67942166,0.593773,0.65577835,0.7221552
0.7906541,0.73686993,0.45078406,0.51490265,0.50146574,0.74362653,0.59021634,0.8518329
0.9428525,0.8524894,0.6862924,0.84911746,0.75114554,0.89553416,0.6636599,0.6805233
0.8763442,0.83736545,0.6529898,0.8771425,0.8473961,0.8297766,0.6380938,0.79621285
0.9934814,0.98202133,0.9202958,0.90516114,0.9259896,0.98907566,0.9939328,0.9953141
0.8682727,0.7785637,0.63828933,0.87211007,0.6748004,0.6124214,0.5305428,0.5912046
0.8926891,0.806345,0.6901339,0.70564896,0.6828396,0.7449809,0.63252664,0.6926019
0.9425936,0.82850176,0.5989654,0.64642006,0.6947817,0.8459053,0.58864844,0.87206644
0.7907349,0.83788425,0.63646454,0.7795018,0.7240169,0.64173925,0.686214,0.8617951
0.7258842,0.9599463,0.7516463,0.83360136,0.8074574,0.6645532,0.6823231,0.8748497
0.93704176,0.8910505,0.7108211,0.7166285,0.7386733,0.7697178,0.84003484,0.8307937
0.85763806,0.8119374,0.75006706,0.6318381,0.7210753,0.7749603,0.8276798,0.7573417
0.69330174,0.7860511,0.61908615,0.5613363,0.6984371,0.6303185,0.6839292,0.59153724
0.63209844,0.92651975,0.63649,0.63610196,0.6832023,0.67499965,0.75346154,0.55352867
0.6361412,0.5760366,0.49710456,0.44743136,0.5364648,0.5817792,0.45667621,0.46408814
0.6521993,0.88105005,0.8380384,0.76603144,0.68100435,0.89112633,0.9449909,0.86329466
0.8258056,0.81313837,0.7101856,0.68720174,0.65431356,0.679018,0.6685203,0.6263647
0.9918076,0.95973885,0.8344826,0.61589247,0.88820815,0.93423235,0.9030009,0.8076558
0.9984407,0.98745483,0.77487653,0.66360855,0.94675887,0.98114806,0.9925022,0.99926007
0.91120285,0.7176032,0.59373385,0.63763857,0.7423724,0.9399102,0.8645115,0.6693428
0.95723623,0.78548336,0.5620548,0.66257834,0.7195737,0.80603915,0.7268658,0.75465804
0.7148042,0.7802391,0.7227567,0.667057,0.7903197,0.8035914,0.731051,0.77376306
0.8682782,0.98026735,0.99762833,0.9964214,0.98675364,0.9919476,0.99751747,0.97190934
0.9591111,0.8158551,0.75623703,0.74529743,0.81695783,0.8040095,0.9573632,0.8327819
0.7467402,0.68845063,0.5745532,0.57021093,0.6114983,0.69855446,0.6578478,0.5353118
0.72949314,0.93722034,0.6180999,0.68335694,0.72134125,0.51562625,0.6931595,0.88236326
0.9346043,0.95772094,0.90164214,0.7076583,0.75912327,0.79990596,0.94578546,0.8884206
0.96031725,0.83841497,0.48297158,0.56991833,0.6622485,0.63069534,0.5254714,0.5772909
